"id","value","label_kor","label_eng","tier","tier_cn","set_ids","set_names_ko","effect_content","image","description","level","created_at","disabled","source_url","scraped_at"
"143","thin_cushion","얇은 방석","thin_cushion","rare","稀有","colleague","동료","[고유] 동료들이 +20/25/30/35/40/50/60% 더 자주 공격
동료 부활 시간 가속 +5/10/15/20/30/40/50%","https://img.sephiria.wiki/artifacts/thin_cushion.png","스스로의 힘으로 원하는 바를 얻으리라.","6","2025-08-13T10:49:34.59261+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"144","frozen_egg","얼어버린 알","frozen_egg","rare","稀有","glacier","빙하","[고유] 얼음 속성 공격의 치명타 확률 +5/10/15/20%
MP 재생 -9/6/3/0","https://img.sephiria.wiki/artifacts/frozen_egg.png","아무도 얼기 전 모습을 본 적이 없다.","3","2025-08-13T10:51:04.356534+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"145","frozen_heart","얼어붙은 심장","frozen_heart","rare","稀有","ice_weapon","얼음무구","얼음무구 아티팩트 충전 속도 +10/18/26/40/55/70/85/100%","https://img.sephiria.wiki/artifacts/frozen_heart.png","때가 되면, 심장 속에서 박동이 시작됩니다.","7","2025-08-13T10:53:02.366554+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"146","ice_seagull","얼음갈매기의 발","ice_seagull","rare","稀有","glacier","빙하","[고유] 대상에게 동상을 입힐 때마다 얼음 손길 버프를 획득
얼음 손길: 7초 동안 얼음 속성 피해 1 증가(최대 5/10/15/20중첩)","https://img.sephiria.wiki/artifacts/ice_seagull.png","물, 바람, 공기가 이 으스스한 작품을 만들었습니다.","3","2025-08-13T10:54:15.707387+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"147","oink_shaman_necklace","오잉크 주술사의 목걸이","oink_shaman_necklace","rare","稀有","curse","저주","적에게 가하는 모든 디버프의 지속시간 +20/40/60/80/100%","https://img.sephiria.wiki/artifacts/oink_shaman_necklace.png","엄니, 뼈, 원석 등을 투박하게 엮은 목걸이.","4","2025-08-13T10:55:31.490873+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"148","bishopric","이각수 관","bishopric","rare","稀有","academy","아카데미","[고유] 볼트 마법을 3갈래로 발사함
각 마법의 위력 69/63/57/51/45/39% 감소
마나 소모량 0/25/50/75/100/125% 증가","https://img.sephiria.wiki/artifacts/bishopric.png","전설로 내려오던 종족의 뿔을 본떠 만들었다.","5","2025-08-13T10:56:48.125191+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"149","artificial_spirit","인공정령 이피엘","artificial_spirit","rare","稀有","lake","호수","[고유] 가드 중 MP 재생 5/10/15/20/30/50를 획득하지만 이동 속도가 90% 감소함
검과 방패 전용","https://img.sephiria.wiki/artifacts/artificial_spirit.png","마법사를 도와주기 위해 만들어졌다.
집중해야 소통할 수 있다.","5","2025-08-13T10:58:17.863633+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"150","combat_wizard_gloves","전투 마법사의 장갑","combat_wizard_gloves","rare","稀有","academy","아카데미","[고유] 마법서 피해량 +10/12/15/20%
이동 속도 +3/4/5/6%","https://img.sephiria.wiki/artifacts/combat_wizard_gloves.png","무겁고 두텁습니다.
전투 마법사가 아니라 마법 전사의 물건이 아니었을까요?","3","2025-08-13T10:59:30.918697+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"151","reloaded_wooden_box","재장전용 나무 상자","reloaded_wooden_box","rare","稀有","firmness","견고","[고유] 탄창 갯수 +0/1/1/1/2
석궁 전용","https://img.sephiria.wiki/artifacts/reloaded_wooden_box.png","빠르게 재장전 하기 위해 미리 화살을 채워둔 도구.","4","2025-08-13T11:09:11.241433+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"152","thunder","천둥 갑옷","thunder","rare","稀有","magic_engineering","마법공학","[고유] 천둥 갑옷 획득","https://img.sephiria.wiki/artifacts/thunder.png","천둥 갑옷 마법이 적혀있는 책.","4","2025-08-13T11:11:14.886367+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"153","bronze_mirror","청동거울 파편","bronze_mirror","rare","稀有","firmness","견고","특수 공격 비용 감소 +20/30/40/50%
대검 전용","https://img.sephiria.wiki/artifacts/bronze_mirror.png","과거의 염원이 강하게 남아있다.
부서진 채로 보자기에 싸여 전해진다.","3","2025-08-13T11:12:32.353186+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"154","rabbit_village_guard_helm","토끼 마을 경비병 투구","rabbit_village_guard_helm","rare","稀有","firmness","견고","[고유] 최종 무기 공격력 +4/8/12/16%
회피 -4/4/8/8","https://img.sephiria.wiki/artifacts/rabbit_village_guard_helm.webp","평균 크기 토끼의 얼굴에만 맞습니다.","3","2025-08-13T11:13:50.371183+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"155","blue_ring","푸른 고리","blue_ring","rare","稀有","mystery","신비","[고유] 현재 HP가 70% 이상이면 모든 피해 증폭 +6/8/10/15%","https://img.sephiria.wiki/artifacts/blue_ring.png","가방에서 꺼낼 때 가방 안을 보면 안 됩니다.","3","2025-08-13T11:14:55.148941+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"156","fluffy","푹신한 털장갑","fluffy","rare","稀有","glacier","빙하","[고유] 동상에 걸린 대상은 얼음 속성 피해에 +5/10/15/20/25% 더 피해를 입음 (동료 피해에도 적용)","https://img.sephiria.wiki/artifacts/fluffy.png","따뜻한 곳에 살던 친구들을 위해서야.
색이 섞인 것도 이쁘지?
-살론-","4","2025-08-13T11:15:52.751432+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"157","white_twig","하얀 나뭇가지","white_twig","rare","稀有","lake","호수","[고유] MP 재생 +5/9/15/22/30","https://img.sephiria.wiki/artifacts/white_twig.webp","희귀한 병에 걸려 색이 변했다.","4","2025-08-13T11:16:54.799501+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"158","white_egg_shell","하얀 알 껍질","white_egg_shell","rare","稀有","mystery","신비","[고유] 공격한 대상의 HP가 4/8/12/16/20% 이하라면 즉시 처치 (보스에게는 발동되지 않음)","https://img.sephiria.wiki/artifacts/white_egg_shell.png","아주 오래되어 바스락거린다.","4","2025-08-13T11:17:59.410898+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"159","white_planet","하얀 행성","white_planet","rare","稀有","planet","행성","[고유] 피해량 30/36/42/48/54/60/66/72의 얼음 탄환을 발사하는 하얀 행성 소환","https://img.sephiria.wiki/artifacts/white_planet.png","도서관에 전시되어 있던 하얀 행성 모형.
과거 하늘 밖을 보던 자들이 만들었다.","7","2025-08-13T11:18:57.511723+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"160","heart_shaped_carrot","하트모양 당근","heart_shaped_carrot","rare","稀有","lake","호수","[고유] 최대 HP +5/10/15/20/30
최대 MP +5/10/15/20/30","https://img.sephiria.wiki/artifacts/heart_shaped_carrot.webp","특이한 모양의 당근으로 만든 아티팩트.","4","2025-08-13T11:20:11.373645+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"161","bloodstone_ring","혈석 반지","bloodstone_ring","rare","稀有","mystery","신비","[고유] 15/13/10회 처치 시 HP 5 회복","https://img.sephiria.wiki/artifacts/bloodstone_ring.png","생명의 고동이 전해진다.","2","2025-08-13T11:21:15.8624+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"162","black_tea","홍차 잎 주머니","black_tea","rare","稀有","","","[고유] 미니보스로부터 받는 피해 +30%, 미니보스 처치할 때 모든 피해 증폭 +4/8/12% (최대 3 스택)","https://img.sephiria.wiki/artifacts/black_tea.png","찻잎 빼기 귀찮다고 주머니 통째로 물에 넣으면 안 돼요!","2","2025-08-13T11:22:21.347024+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"163","flame_root","화염초 뿌리","flame_root","rare","稀有","yinggalbul","잉걸불","[고유] 퓨리 적중 시 주변에 화염 속성 피해의 200/400/600% 피해를 줌
최대 MP +6/12/20
단검 전용","https://img.sephiria.wiki/artifacts/flame_root.png","발화 작용을 하는 신기한 풀의 뿌리.","2","2025-08-13T11:23:36.772363+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"164","flame_insect","화염충","flame_insect","rare","稀有","yinggalbul","잉걸불","[고유] 화상 디버프 중첩 +0/1/1/2/3/4","https://img.sephiria.wiki/artifacts/flame_insect.png","스스로 발화하는 능력을 가진 벌레.
조련이 가능하다.","5","2025-08-13T11:24:42.257474+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"165","giant_telescope","거대 망원경","giant_telescope","rare","稀有","planet","행성","행성 공격 속도 +5/10%
주변 8칸에 위치한 행성을 거대화 (거대화 된 행성은 투사체가 커지고 피해량이 50% 증가)","https://img.sephiria.wiki/artifacts/giant_telescope.png","하늘에 떠 있는 무언가를 보기 위해 발명된 도구.","1","2025-08-13T11:29:51.575037+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"166","black_scales","검은 비늘","black_scales","legend","传说","precision","정밀","[고유] 인벤토리 내 석판 개수만큼 치명타 확률 1/1.5/2/2.5% 증가","https://img.sephiria.wiki/artifacts/black_scales.png","어느 동물의 비늘인지 알 수 없다.","3","2025-08-18T09:19:22.039399+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"167","humility_crown","겸손의 왕관","humility_crown","legend","传说","firmness","견고","[고유] 일반 공격 마지막 연격의 피해량 +10/22/40/60/84%","https://img.sephiria.wiki/artifacts/humility_crown.png","중앙의 보석에서 편안한 빛이 흘러나온다.","4","2025-08-18T09:20:48.386182+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"168","clay_tablet","뇌문 점토판","clay_tablet","legend","传说","extrium","먹구름","[고유] 먹구름이 10/20/30/40/50% 확률로 소모되지 않음","https://img.sephiria.wiki/artifacts/clay_tablet.webp","만물의 연속을 담아서.","4","2025-08-18T09:23:23.112844+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"169","riley_congregation_clock","라일리의 회중시계","riley_congregation_clock","legend","传说","academy","아카데미","<제약> 인벤토리 가장 아래 칸에 있을 때 효과 발동
[고유] 마법서 가속 +40/60/80
치명타 피해 +8/14/20%
마법서 소모 MP +5/5/10%","https://img.sephiria.wiki/artifacts/riley_congregation_clock.png","오른쪽으로 저항감이 느껴질 때까지 천천히 태엽을 돌려야 합니다.","2","2025-08-18T09:25:14.006677+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"170","ruby_brooch","루비 브로치","ruby_brooch","solid","结缚","yinggalbul|extrium","잉걸불|먹구름","[고유] 먹구름의 벼락이 적중한 적에게 화상 디버프 부여
번개 속성 피해 +3/5/7/10
화염 속성 피해 +3/5/7/10","https://img.sephiria.wiki/artifacts/ruby_brooch.png","뜨겁다. 빛난다. 그리고 쏜다.","3","2025-08-18T09:26:59.563716+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"171","meteor_shower","메테오 샤워","meteor_shower","legend","传说","yinggalbul","잉걸불","[고유] 메테오 샤워 획득","https://img.sephiria.wiki/artifacts/meteor_shower.png","메테오 샤워 마법이 적혀있는 책.","3","2025-08-18T09:28:40.013627+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"172","walter_work_monocle","발터의 작업용 단안경","walter_work_monocle","legend","传说","precision","정밀","[고유] 치명타 확률 +10/19/28/35/45%
적이 3타일 내에 근접해 있는 경우, 치명타 피해 -30%","https://img.sephiria.wiki/artifacts/walter_work_monocle.png","가끔 마법용품의 완성도가 실제 마법에 영향을 줄 때가 있지.
도수가 높으니까 사용할 때 반대쪽 눈은 꼭 감도록 해.","4","2025-08-18T09:30:22.581831+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"173","berut_sickle","베루트의 낫","berut_sickle","legend","传说","precision","정밀","[고유] 공격의 치명타 확률이 100%를 초과한 경우, 초과한 확률이 처형 발생 확률로 전환
치명타 확률 +2.5/5/7.5/10%","https://img.sephiria.wiki/artifacts/berut_sickle.png","악은 없다.
무지함에서 오는 행동만이 존재한다.","3","2025-08-18T09:33:08.783697+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"174","empty_handle","비어 있는 검 손잡이","empty_handle","legend","传说","academy","아카데미","[고유] 마법서 피해량 +5/10/15/20/25/30%
최종 MP +7/9/11/13/15/20%
MP 재생 +2/2/2/4/4/6","https://img.sephiria.wiki/artifacts/empty_handle.png","위험에 대비하라.","5","2025-08-18T09:34:23.802684+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"175","shining_hourglass","빛나는 모래시계","shining_hourglass","legend","传说","academy","아카데미","오른쪽 칸의 마법서 마법서 가속 +60/100/140%","https://img.sephiria.wiki/artifacts/shining_hourglass.png","모래에서 은은한 빛이 흘러나온다.","2","2025-08-18T09:35:45.280384+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"176","shield_mate","실드 메이트","shield_mate","legend","传说","firmness","견고","[고유]휩쓸기 MP 소모 -15/30/45/60/70/80/100%
무기 피해량 +2/4/6/9/12/15/20%
공격 속도 -20/20/20/10/5/5/0%
검과 방패 전용","https://img.sephiria.wiki/artifacts/shield_mate.png","방패를 더 안정적으로 사용할 수 있도록 설계된 건틀릿.","6","2025-08-18T09:37:07.487514+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"177","ice_wings","얼음 날개","ice_wings","legend","传说","ice_weapon","얼음무구","[고유] 얼음무구 아티팩트가 0/0/0/1/1/1/2회 추가 발동
얼음무구의 피해량 -0/0/0/10/10/10/20%
치명타 피해 +2/4/6/8/10/12/20%","https://img.sephiria.wiki/artifacts/ice_wings.png","과거 얼음 정령의 날개 모양입니다.
양 날개는 서로 멀어지지도 가까워지지도 않습니다.","6","2025-08-18T09:38:31.924584+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"178","six_leaf_clover","여섯 잎 클로버","six_leaf_clover","legend","传说","shadow","그림자","[고유] 회피 +3/6/9/12
행운 +3/3/6/6
치명타 확률 +2/4/6/8%
고정 피해 +1/1/2/2","https://img.sephiria.wiki/artifacts/six_leaf_clover.png","커다란 은방울 꽃 아래 수많은 클로버들 중 특별한 하나라고 전해진다.","3","2025-08-18T09:40:24.665508+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"179","absolute_ring","절대반지","absolute_ring","legend","传说","firmness","견고","[고유] 소용돌이 범위 +30/45/60%
소용돌이 피해 +10/20/45%
대검 전용","https://img.sephiria.wiki/artifacts/absolute_ring.png","과거의 찬란하던 그 때처럼 가진 자를 축복해주고 있다.","2","2025-08-18T09:42:13.784756+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"180","chintamani_stone","친타마니 돌","chintamani_stone","legend","传说","mystery","신비","죽음에 이르는 피해를 받으면 아이템이 파괴되며 아래 효과가 발동됨
HP +50% 회복 후 잠깐동안 무적
부서진 곳의 인벤토리 레벨 +3","https://img.sephiria.wiki/artifacts/chintamani_stone.png","삿된 일이여, 돌아가라.
삿된 기운이여, 물럿거라.","0","2025-08-18T09:43:43.302795+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"181","blue_claws","푸른 발톱","blue_claws","legend","传说","glacier","빙하","동상 부여 시 30/40/50/60% 확률로 1회 추가 부여
얼음속성 피해 +2/4/6/9
최대 MP +5/10/15/20","https://img.sephiria.wiki/artifacts/blue_claws.png","과거 신을 차갑게 할 수 있었던 용의 발톱.
사냥감을 사냥할수록 붉어진다.","3","2025-08-18T09:44:47.600991+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"182","blue_wrist_guard","푸른 손목 보호대","blue_wrist_guard","legend","传说","firmness","견고","[고유] 특수 공격 피해 +7/14/21/28/35/42%","https://img.sephiria.wiki/artifacts/blue_wrist_guard.png","시간을 느리게 만들기 위해서 만들어진 수많은 실패작 중 하나.","5","2025-08-18T09:45:52.080161+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"183","lightning_rod","피뢰침","lightning_rod","legend","传说","extrium","먹구름","[고유] 먹구름 용량 +5/10/15/20/25
전투 중 먹구름 회복 속도 +3/6/9/12/15%
번개속성 피해 +1/2/3/4/5","https://img.sephiria.wiki/artifacts/lightning_rod.png","검의 모양을 하고 있지만, 부서지기 쉬운 재질로 만들어졌습니다.","4","2025-08-18T09:47:31.039984+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"184","bloodstone_earrings","혈석 귀걸이","bloodstone_earrings","legend","传说","","","[고유] HP 흡수 +8
방어력 -30/25/20/10","https://img.sephiria.wiki/artifacts/bloodstone_earrings.png","어제 집 가는 길에 로브 쓴 분이 선물이라고 주더라고.
이쁘지?","3","2025-08-18T09:48:29.753037+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"185","white_bread","흰 테두리 빵","white_bread","legend","传说","guardian","수호","[고유] 피격 시 무적 시간 +0.4/0.8/1.2초","https://img.sephiria.wiki/artifacts/white_bread.png","바깥은 촉촉하고 안쪽은 바삭해요.","2","2025-08-18T09:49:32.640647+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"186","iridescent_feathers","무지갯빛 깃털","iridescent_feathers","legend","传说","spring_song","바람노래","[고유] 몰입 획득 시 0/0/1 추가 획득
특수 공격 피해 +10/16/22%
대시 회복 속도 +5/5/10%
단검 전용","https://img.sephiria.wiki/artifacts/iridescent_feathers.png","무지개가 뜰 때 가끔 바람이 날려 온다.","2","2025-09-05T14:07:20.474054+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"187","heitas_soul_powder","헤이타의 영혼 가루","heitas_soul_powder","advanced","高级","glacier|colleague","빙하|동료","[고유] 얼음 투사체를 발사하는 해파리 소환
투사체에 적중한 적은 동상 디버프 적용","https://img.sephiria.wiki/artifacts/heitas_soul_powder.png","세상이 요동치던 밤에 헤어진 나의 동지들아.","4","2025-09-05T14:13:56.585038+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"188","meditation_books","명상 서적","meditation_books","rare","稀有","academy","아카데미","[고유] 모든 마법서를 동작 없이 즉시 시전
마법서 피해량 +6/8/11/14%","https://img.sephiria.wiki/artifacts/meditation_books.png","자신을 성장시키려 하지 말고, 지금 이 순간의 자신을 받아들여라.","3","2025-09-05T14:21:56.843223+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"190","rock_elephant","바위코끼리","rock_elephant","solid","结缚","guardian|spring_song","수호|바람노래","[고유] 발동형 아티팩트 (재사용 대기시간: 15초, 대시 횟수 소모 시 3.0초 감소)
방어력의 +70/95/125/160/200%만큼 피해를 주는 바위창을 3개 발사
추가 공격 속도 15%당 바위창 갯수 추가","https://img.sephiria.wiki/artifacts/rock_elephant.png","뿔이 세밀하게 깎여있어 부서질 것 같지만, 아주 튼튼합니다.","4","2025-10-05T15:38:29.251649+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"191","solis_decree","솔리스 데크리","solis_decree","legend","传说","sun_sword","태양검","[고유] 태양검이 대상의 방어력을 +2/4/6/8/10/12/14% 무시
태양검 치명타 확률 +5/10/15/22/30/40/50%","https://img.sephiria.wiki/artifacts/solis_decree.png","정령이 스스로 따르는 이에게 수여되는 쌍날검 모양 뱃지.","6","2025-10-05T15:42:30.911028+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"192","cloud_shoulder_ornament","운철 어깨 장식","cloud_shoulder_ornament","advanced","高级","sun_sword","태양검","[고유] 발동형 아티팩트 (재사용 대기시간: 10/8/6/4/2.5초)
바닥에 떨어진 모든 태양검을 회수하고, 그 경로의 적에게 태양검 피해","https://img.sephiria.wiki/artifacts/cloud_shoulder_ornament.png","고유의 효과를 지키기 위해 거의 가공하지 않았습니다.","4","2025-10-05T15:45:12.406855+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"193","cloud_iron_earrings","운철 귀걸이","cloud_iron_earrings","legend","传说","sun_sword","태양검","[고유] 태양검 투척 시 자신과 가까운 곳에 떨어짐
태양검 피해량 +5/10/15%
화염속성 피해 +2/4/7","https://img.sephiria.wiki/artifacts/cloud_iron_earrings.png","운철에 끌어당기는 힘은 없지만, 그렇게 되도록 세공되었습니다.","2","2025-10-05T15:47:15.318441+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"194","solis_decusa","솔리스 데쿠사","solis_decusa","advanced","高级","sun_sword","태양검","[고유] 태양검 피해량 +5/10/15/20%
치명타 피해 +4/8/12/16%","https://img.sephiria.wiki/artifacts/solis_decusa.png","정령을 능숙히 다루는 이에게 수여되는 쌍검 모양 뱃지","3","2025-10-05T15:49:00.032061+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"195","solis_parvo","솔리스 파르보","solis_parvo","advanced","高级","sun_sword","태양검","[고유] 태양검 개수 상한 +1/1/2/2/3
이동 속도 +1/2/4/6/8%","https://img.sephiria.wiki/artifacts/solis_parvo.png","정령과 평등해진 이에게 수여되는 소검 모양 뱃지","4","2025-10-05T15:50:46.450876+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"196","eternal_brazier","영원의 화로","eternal_brazier","common","普通","sun_sword","태양검","[고유] 10/8/5 초마다 태양검 1개 생성
치명타 확률 +1/2.5/5%","https://img.sephiria.wiki/artifacts/eternal_brazier.png","태양의 형상을 본뜬 결정이 빛나고 있습니다.","2","2025-10-05T15:52:23.89129+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"197","sunset_cloak","물드는 노을 망토","sunset_cloak","rare","稀有","sun_sword","태양검","[고유] 태양검 투척 시 20/40/60/80/100%확률로 크기가 커지고 피해량이 33% 증가","https://img.sephiria.wiki/artifacts/sunset_cloak.png","색을 담아내는 천으로 정확한 순간을 잡아냈습니다.","4","2025-10-05T15:53:47.470555+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"198","ancient_anvil","고대 모루","ancient_anvil","advanced","高级","sun_sword","태양검","[고유] 태양검이 바닥에 10/20/30/40% 더 빨리 떨어짐
화염속성 피해 +2/4/6/8","https://img.sephiria.wiki/artifacts/ancient_anvil.png","사용자에 맞춰 변하지만 지금은 그 동력을 잃었습니다.","3","2025-10-05T15:55:21.999393+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"199","solis_pratu","솔리스 프라투","solis_pratu","common","普通","sun_sword","태양검","화염속성 피해 +2/3/5
최대 HP +2/4/6","https://img.sephiria.wiki/artifacts/solis_pratu.png","정령의 환심을 사기 위해 비효율적으로 제작된 단검 모양 뱃지","2","2025-10-05T15:56:55.811202+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"200","shield_bag","방패 가방","shield_bag","solid","结缚","guardian|academy","수호|아카데미","[고유] 방어력 10당 다음 효과 획득
화염속성 피해 +1/1/2/3
얼음속성 피해 +1/1/2/3
번개속성 피해 +1/1/2/3","https://img.sephiria.wiki/artifacts/shield_bag.png","거북이도 찾는, 위험한 여행길의 필수품","3","2025-10-05T15:59:34.21804+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"201","tuning_fork","소리굽쇠","tuning_fork","solid","结缚","academy|firmness","아카데미|견고","[고유] 0.8초마다 한번 마법서 시전 시 '음파' 스택을 획득 (최대 5중첩)
무기 공격으로 스택을 모두 소모하여 공격 지점에 혼돈 피해를 가함 (마법서 피해로 간주됨)
피해량: 모든 속성 피해의 평균치 +200/250/300/350/450% (마법서 가속 1당 소리굽쇠 피해량이 +1% 증폭)","https://img.sephiria.wiki/artifacts/tuning_fork.png","악기를 조율하는 데 사용하는 도구","4","2025-10-05T16:01:37.326812+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"202","sealed_tejas","봉인된 테자스","sealed_tejas","solid","结缚","yinggalbul|glacier","잉걸불|빙하","[고유] 화상이 푸른 화상으로 변경
화상 디버프 추가 피해량 +3/6/9/12%","https://img.sephiria.wiki/artifacts/sealed_tejas.png","사나운 불의 정령이 봉인되어 있습니다.","3","2025-10-05T16:03:07.760302+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"204","ice_cloud_butterfly","얼음구름 나비","ice_cloud_butterfly","solid","结缚","extrium|glacier","먹구름|빙하","[고유] 먹구름이 눈보라 구름으로 변경됨
얼음속성 피해 +2/4/6/8
먹구름의 소모 속도 +6/12/18/24%","https://img.sephiria.wiki/artifacts/ice_cloud_butterfly.png","나의 사랑하는 패밀리어. 이런 모습에서라도 내 곁에 있어줘.","3","2025-10-05T16:04:43.622376+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"205","water_droplets_from_plitvice","플리트비체의 물방울","water_droplets_from_plitvice","solid","结缚","ice_weapon|lake","얼음무구|호수","[고유] 얼음 무구 발동 시, MP를 4 소모하여 회전하는 얼음검 소환 (최대 5개) [피해량: 기본 공격력 x 추가 MP의 50% 만큼 피해]
기본 공격력: 얼음속성 피해의 6%","https://img.sephiria.wiki/artifacts/water_droplets_from_plitvice.png","얼음 요정이 호수 위에 춤을 출 때, 그 발 아래 생기는 결정 중 하나","0","2025-10-05T16:06:46.542535+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"206","tactical_manual","전술 지침서","tactical_manual","solid","结缚","colleague|precision","동료|정밀","[고유] 플레이어 치명타 확률, 치명타 피해가 동료에게 +30/60/90/120% 반영
치명타 확률 +2/4/6/8%","https://img.sephiria.wiki/artifacts/tactical_manual.png","도서관에 보관되고 있던 책. 언제 쓰였는지 알 수 없다.","3","2025-10-05T16:08:16.742785+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"207","swaying_eyes","일렁이는 눈","swaying_eyes","solid","结缚","shadow|precision","그림자|정밀","[고유] 치명타 시 '신기루'스택 획득. 신기루 100% 상태에서 피격 시 공격을 무조건 회피하며, 주변 넓은 적에게 회피 300/600/900/1200/1500% 혼돈 피해","https://img.sephiria.wiki/artifacts/swaying_eyes.png","형체가 없지만 분명히 잡히고, 가방에 넣어도 빠져나가지 않습니다.","4","2025-10-05T16:09:51.401617+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
